chromosomes,Bos_taurus_2,Capra_hircus_2,Ceratotherium_simum_9,Equus_caballus_18,Giraffa_tippelskirchi_3,Gorilla_gorilla_3,Mus_musculus_2,Panthera_tigris_C1,Sus_scrofa_15,Tursiops_truncatus_7
uce-3486_p1,0,0,0,0,0,0,1,0,0,0
uce-3488_p1,0,0,0,0,0,0,0,0,0,0
uce-3490_p1,0,0,0,0,0,0,1,0,0,0
uce-3492_p1,0,0,0,0,0,0,0,0,0,0
uce-3493_p1,0,0,0,0,0,0,0,0,0,0
uce-3494_p1,0,0,0,0,0,0,0,0,0,0
uce-3497_p1,0,0,0,0,0,0,0,1,0,0
uce-3499_p1,0,0,0,0,0,0,0,0,0,0
uce-350_p2,0,0,0,0,0,0,0,0,0,0
uce-3500_p1,0,0,0,0,0,0,0,0,0,0
uce-3501_p1,0,0,0,0,0,0,0,0,0,0
uce-3503_p1,0,0,0,0,0,0,0,0,0,0
uce-3504_p1,0,0,0,0,0,0,0,0,0,0
uce-3505_p1,0,0,0,0,0,0,0,0,0,0
uce-3509_p1,0,0,0,0,0,0,1,0,0,0
uce-351_p2,0,0,0,0,0,0,1,0,0,0
uce-351_p3,0,0,0,0,0,0,1,0,0,0
uce-3512_p1,0,0,0,0,0,0,0,0,0,0
uce-3514_p1,0,0,0,0,0,0,0,0,0,0
uce-3515_p1,0,0,0,0,0,0,0,0,0,0
uce-3516_p1,0,0,0,0,0,0,0,1,0,0
uce-3517_p1,0,0,0,0,0,0,0,0,0,0
uce-352_p1,0,0,0,0,0,0,1,0,0,0
uce-3520_p1,0,0,0,0,0,0,0,0,0,0
uce-3526_p1,0,0,0,0,0,0,0,0,0,0
uce-3527_p1,0,0,0,0,0,0,0,0,0,0
uce-3528_p1,0,0,0,0,0,0,0,1,0,0
uce-3529_p1,0,0,0,0,0,0,0,0,0,0
uce-353_p1,1,1,1,1,1,1,1,1,1,1
uce-353_p2,1,1,1,1,1,1,1,1,1,1
uce-3530_p1,0,0,0,0,0,0,0,0,0,0
uce-3531_p1,0,0,0,0,0,0,0,0,0,0
uce-3532_p1,0,0,0,0,0,0,0,0,1,0
uce-3533_p1,0,0,0,0,0,0,0,0,0,0
uce-3538_p1,0,0,0,0,0,0,0,0,0,0
uce-3539_p1,0,0,0,0,0,0,0,0,0,0
uce-3540_p1,0,0,0,0,0,0,1,0,0,0
uce-3541_p1,0,0,0,0,0,0,0,0,0,0
uce-3542_p1,0,0,0,0,0,0,0,0,0,0
uce-3543_p1,0,0,0,0,0,0,0,0,0,0
uce-3546_p1,0,0,0,0,0,0,0,0,0,0
uce-3547_p1,0,0,0,0,0,0,0,0,0,0
uce-3548_p1,0,0,0,0,0,0,0,0,0,0
uce-3549_p1,0,0,0,0,0,0,0,0,0,0
uce-355_p2,0,0,0,0,0,0,0,0,0,0
uce-3550_p1,0,0,0,0,0,0,1,0,0,0
uce-3551_p1,0,0,0,0,0,0,0,0,1,0
uce-3554_p1,0,0,0,0,0,0,0,0,0,0
uce-3555_p1,0,0,0,0,0,0,0,0,0,0
uce-3557_p1,0,0,0,0,0,0,0,0,0,0
uce-3558_p1,0,0,0,0,0,0,0,0,0,0
uce-3560_p1,0,0,0,0,0,0,0,0,0,0
uce-3561_p1,1,1,1,1,1,1,1,1,1,1
uce-3564_p1,1,1,1,1,1,1,1,1,1,1
uce-3565_p1,0,0,0,0,0,0,0,0,0,0
uce-3567_p1,0,0,0,0,0,0,0,0,0,0
uce-3569_p1,0,0,0,0,0,0,0,0,0,0
uce-357_p2,0,0,0,0,0,0,0,0,0,0
uce-3570_p1,0,0,0,0,0,0,0,0,0,0
uce-3571_p1,0,0,0,0,0,0,0,0,0,0
uce-3573_p1,0,0,0,0,0,0,0,0,0,0
uce-3575_p1,0,0,0,0,0,0,0,0,0,0
uce-358_p1,0,0,0,0,0,0,0,0,0,0
uce-3580_p1,0,0,0,0,0,0,0,0,0,0
uce-3581_p1,0,0,0,0,0,0,0,0,0,0
uce-3582_p1,0,0,0,0,0,0,0,0,0,0
uce-3583_p1,0,0,0,0,0,0,1,0,0,0
uce-3584_p1,0,0,0,0,0,0,0,0,0,0
uce-3585_p1,0,0,0,0,0,0,0,0,0,0
uce-3586_p1,0,0,0,0,0,0,0,0,0,0
uce-3587_p1,0,0,0,0,0,0,0,0,0,0
uce-3588_p1,0,0,0,0,0,0,1,0,0,0
uce-3589_p1,0,0,0,0,0,0,0,0,0,0
uce-3591_p1,0,0,0,0,0,0,0,0,0,0
uce-3592_p1,0,0,0,0,0,0,0,0,0,0
uce-3595_p1,0,0,0,0,0,0,0,0,0,0
uce-3596_p1,0,0,0,0,0,0,0,0,0,0
uce-3597_p1,0,0,0,0,0,0,0,0,0,0
uce-36_p3,0,0,0,0,0,0,0,0,0,0
uce-360_p1,0,0,0,0,0,0,0,0,0,0
uce-3600_p1,0,0,0,0,0,0,0,0,0,0
uce-3601_p1,0,0,0,0,0,0,0,0,0,0
uce-3602_p1,0,0,0,0,0,0,0,0,0,0
uce-3603_p1,0,0,0,0,0,0,0,1,0,0
uce-3604_p1,0,0,0,0,0,0,0,0,0,0
uce-3605_p1,0,0,0,0,0,0,0,0,0,0
uce-3606_p1,0,0,0,0,0,0,0,0,0,0
uce-3607_p1,0,0,0,0,0,0,0,0,0,0
uce-3609_p1,0,0,0,0,0,0,0,0,0,0
uce-3610_p1,0,0,0,0,0,0,0,0,0,0
uce-3613_p1,0,0,0,0,0,0,0,0,0,0
uce-3614_p1,0,0,0,0,0,0,0,0,0,0
uce-3616_p1,0,0,0,0,0,0,0,0,0,0
uce-3619_p1,0,0,0,0,0,0,0,0,0,0
uce-362_p2,0,0,0,0,0,0,0,0,0,0
uce-3622_p1,0,0,0,0,0,0,0,0,0,0
uce-3623_p1,0,0,0,0,0,0,0,0,0,0
uce-3625_p1,0,0,0,0,0,0,0,0,0,0
uce-3627_p1,0,0,0,0,0,0,0,0,0,0
uce-3628_p1,0,0,0,0,0,0,0,0,0,0
uce-3631_p1,0,0,0,0,0,0,0,0,0,0
uce-3632_p1,0,0,0,0,0,0,0,0,0,0
uce-3637_p1,0,0,0,0,0,0,0,0,0,0
uce-3638_p1,0,0,0,0,0,0,0,0,0,0
uce-3640_p1,0,0,0,0,0,0,0,0,0,0
uce-3642_p1,0,0,0,0,0,0,0,0,0,0
uce-3647_p1,0,0,0,0,0,0,0,0,0,0
uce-3648_p1,1,1,1,1,1,1,1,1,1,1
uce-365_p2,0,0,0,0,0,0,0,0,0,0
uce-3650_p1,0,0,0,0,0,0,0,0,1,0
uce-3652_p1,0,0,0,0,0,0,0,0,0,0
uce-3654_p1,0,0,0,0,0,0,0,0,0,0
uce-3655_p1,0,0,0,0,0,0,0,0,0,0
uce-3656_p1,0,0,0,0,0,0,0,0,0,0
uce-3657_p1,0,0,0,0,0,0,0,0,0,0
uce-3658_p1,0,0,0,0,0,0,0,0,0,0
uce-3659_p1,0,0,0,0,0,0,0,0,0,0
uce-366_p2,0,0,0,0,0,0,0,0,0,0
uce-3660_p1,0,0,0,0,0,0,0,0,0,0
uce-3661_p1,0,0,0,0,0,0,0,0,0,0
uce-3662_p1,0,0,0,0,0,0,0,0,0,0
uce-3664_p1,0,0,0,0,0,0,0,0,0,0
uce-3666_p1,0,0,0,0,0,0,0,0,0,0
uce-3667_p1,0,0,0,0,0,0,0,0,0,0
uce-3668_p1,1,1,1,1,1,1,0,1,1,1
uce-3669_p1,0,0,0,0,0,0,1,0,0,0
uce-367_p1,0,0,0,0,0,0,0,0,0,0
uce-3670_p1,0,0,0,0,0,0,1,0,0,0
uce-3671_p1,0,0,0,0,0,0,0,0,0,0
uce-3674_p1,0,0,0,0,0,0,0,0,0,0
uce-3675_p1,1,1,1,1,0,1,0,1,1,1
uce-3676_p1,0,0,0,0,0,0,0,0,0,0
uce-3678_p1,0,0,0,0,0,0,0,0,0,0
uce-368_p1,0,0,0,0,0,0,0,0,0,0
uce-3680_p1,0,0,0,0,0,0,0,0,0,0
uce-3681_p1,0,0,0,0,0,0,0,0,0,0
uce-3682_p1,0,0,0,0,0,0,0,0,0,0
uce-3683_p1,0,0,0,0,0,0,0,0,0,0
uce-3686_p1,0,0,0,0,0,0,0,0,0,0
uce-3687_p1,0,0,0,1,1,1,1,1,0,1
uce-3688_p1,0,0,0,0,0,0,0,0,0,0
uce-3689_p1,0,0,0,0,0,0,0,0,0,0
uce-3692_p1,0,0,0,0,0,0,1,0,0,0
uce-3693_p1,0,0,0,0,0,0,0,0,0,0
uce-3694_p1,0,0,0,0,0,0,0,0,0,0
uce-3695_p1,0,0,0,0,0,0,0,0,0,0
uce-3696_p1,0,0,0,0,0,0,0,0,0,0
uce-3697_p1,0,0,0,0,0,0,0,0,0,0
uce-3698_p1,0,0,0,0,0,0,1,0,0,0
uce-3699_p1,0,0,0,0,0,0,0,0,0,0
uce-370_p3,0,0,0,0,0,0,0,0,0,0
uce-3701_p1,0,0,0,0,0,0,0,0,0,0
uce-3702_p1,0,0,0,0,0,0,0,0,0,0
uce-3703_p1,0,0,0,0,1,0,0,0,0,0
uce-3704_p1,0,0,0,0,0,0,0,0,0,0
uce-3707_p1,0,0,0,0,0,0,0,0,0,0
uce-3709_p1,0,0,0,0,0,0,0,0,0,0
uce-371_p3,0,0,0,0,0,0,0,0,0,0
uce-3711_p1,0,0,0,0,0,0,0,0,0,0
uce-3713_p1,0,0,0,0,0,0,0,0,0,0
uce-3715_p1,0,0,0,0,0,0,0,0,0,0
uce-3716_p1,0,0,0,0,0,0,0,0,0,0
uce-3718_p1,0,0,0,0,0,0,0,0,0,0
uce-372_p2,0,0,0,0,0,0,0,0,0,0
uce-3720_p1,0,0,0,0,0,0,0,0,0,0
uce-3722_p1,0,0,0,0,0,0,0,0,0,0
uce-3723_p1,0,0,0,0,0,0,0,0,0,0
uce-3724_p1,0,0,0,0,0,0,0,0,0,0
uce-3725_p1,0,0,0,0,0,0,0,0,0,0
uce-3728_p1,0,0,0,0,0,0,0,0,0,0
uce-373_p2,0,0,0,0,0,0,0,0,0,0
uce-3730_p1,0,0,0,0,0,0,0,0,0,0
uce-3732_p1,0,0,0,0,0,0,0,0,0,0
uce-3733_p1,0,0,0,0,0,0,0,0,0,0
uce-3734_p1,0,0,0,0,0,0,1,0,0,0
uce-3737_p1,0,0,0,0,0,0,0,0,0,0
uce-3738_p1,0,0,0,0,0,0,0,0,0,0
uce-374_p1,0,0,0,0,0,0,0,0,0,0
uce-374_p2,0,0,0,0,0,0,0,0,0,0
uce-3740_p1,0,0,0,0,0,0,0,0,0,0
uce-3741_p1,0,0,0,0,0,0,0,0,0,0
uce-3742_p1,0,0,0,0,0,0,0,0,0,0
uce-3743_p1,0,0,0,0,0,0,0,0,0,0
uce-3745_p1,0,0,0,0,0,0,0,0,0,0
uce-3746_p1,1,1,1,1,1,1,1,1,1,1
uce-3747_p1,0,0,0,0,0,0,0,1,0,0
uce-3750_p1,1,1,1,1,1,1,0,1,1,1
uce-3752_p1,0,0,0,0,0,0,0,0,0,0
uce-3755_p1,0,0,0,0,0,0,0,0,0,0
uce-3757_p1,0,0,0,0,0,0,0,0,0,0
uce-3758_p1,0,0,0,0,0,0,0,0,0,0
uce-3759_p1,0,0,0,0,0,0,0,1,0,0
uce-3761_p1,0,0,0,0,0,0,0,0,0,0
uce-3762_p1,0,0,0,0,0,0,0,0,0,0
uce-3764_p1,0,0,0,0,0,0,0,0,0,0
uce-3765_p1,0,0,0,0,0,0,1,0,0,0
uce-3767_p1,0,0,0,0,0,0,0,0,0,0
uce-377_p1,0,0,0,0,0,0,0,0,0,0
uce-3770_p1,0,0,0,0,0,0,0,0,0,0
uce-3771_p1,0,0,0,0,0,0,0,0,0,0
uce-3772_p1,0,0,0,0,0,0,0,0,0,0
uce-3774_p1,0,0,0,0,0,0,0,1,0,0
uce-3775_p1,0,0,0,0,0,0,0,0,0,0
uce-3776_p1,0,0,0,0,0,0,0,0,0,0
uce-3777_p1,0,0,0,0,1,0,0,0,0,0
uce-3778_p1,0,0,0,0,1,0,0,0,0,0
uce-378_p1,0,0,0,0,0,0,0,0,0,0
uce-378_p2,0,0,0,0,0,0,0,0,0,0
uce-378_p3,0,0,0,0,0,0,0,0,0,0
uce-378_p4,0,0,0,0,0,0,0,0,0,0
uce-378_p5,0,0,0,0,0,0,0,0,0,0
uce-378_p6,0,0,0,0,0,0,0,0,0,0
uce-378_p7,0,0,0,0,0,0,0,0,0,0
uce-3782_p1,1,1,1,1,1,1,0,1,1,1
uce-3783_p1,0,0,0,0,0,0,0,0,0,0
uce-3784_p1,0,0,0,0,0,0,0,0,0,0
uce-3785_p1,0,0,0,0,0,0,0,0,0,0
uce-3786_p1,0,0,0,0,0,0,0,0,0,0
uce-3788_p1,0,0,0,0,0,0,0,0,0,0
uce-3789_p1,0,0,0,0,0,0,0,0,0,0
uce-3790_p1,0,0,0,0,0,0,0,0,0,0
uce-3792_p1,0,0,0,0,0,0,0,0,0,0
uce-3793_p1,0,0,0,0,0,0,0,0,0,0
uce-3797_p1,0,0,0,0,0,0,0,0,0,0
uce-3799_p1,0,0,0,0,0,0,0,0,0,0
uce-38_p1,0,0,0,0,0,0,0,0,0,0
uce-380_p1,0,0,0,0,0,0,0,0,1,0
uce-3801_p1,0,0,0,0,0,0,0,0,0,0
uce-3803_p1,0,0,0,0,0,0,0,0,0,0
uce-3804_p1,0,0,0,0,0,0,0,0,0,0
uce-3806_p1,1,1,1,1,1,1,0,1,1,1
uce-3807_p1,0,0,0,0,0,0,0,0,0,0
uce-3808_p1,0,0,0,0,0,0,0,0,0,0
uce-381_p1,1,1,1,1,1,1,1,1,1,1
uce-381_p2,1,1,1,1,1,1,1,1,1,1
uce-3810_p1,0,0,0,0,0,0,0,0,0,0
uce-3811_p1,0,0,0,0,0,0,0,0,0,0
uce-3812_p1,0,0,0,0,1,0,0,0,0,0
uce-3813_p1,0,0,0,0,0,0,0,0,0,0
uce-3814_p1,0,0,0,0,0,0,0,0,0,0
uce-3817_p1,0,0,0,0,0,0,0,0,0,0
uce-3823_p1,0,0,0,0,0,0,0,0,0,0
uce-3824_p1,0,0,0,0,0,0,0,0,0,0
uce-3826_p1,0,0,0,0,0,0,0,0,0,0
uce-3828_p1,0,0,0,0,0,0,0,0,0,0
uce-383_p2,0,0,0,0,0,0,0,0,0,0
uce-3830_p1,0,0,0,0,0,0,0,0,0,0
uce-3831_p1,0,0,0,0,0,0,0,0,0,0
uce-3836_p1,0,0,0,0,0,0,0,0,0,0
uce-3837_p1,0,0,0,0,0,0,0,0,0,0
uce-3842_p1,0,0,0,0,0,0,0,0,0,0
uce-3843_p1,0,0,0,0,0,0,0,0,0,0
uce-3845_p1,0,0,0,0,0,0,0,0,0,0
uce-3847_p1,0,0,0,0,0,0,0,0,0,0
uce-3849_p1,0,0,0,0,0,0,0,0,0,0
uce-385_p1,0,0,0,0,0,0,0,0,0,0
uce-3850_p1,0,0,0,0,0,0,0,0,0,0
uce-3851_p1,1,1,1,1,1,1,1,1,1,1
uce-3852_p1,1,1,1,1,1,1,0,1,0,1
uce-3853_p1,0,0,0,0,0,0,0,0,0,0
uce-3854_p1,0,0,0,0,0,0,0,0,0,0
uce-3855_p1,0,0,0,0,0,0,0,0,0,0
uce-3856_p1,0,0,0,0,0,0,0,0,0,0
uce-3857_p1,0,0,0,0,0,0,0,1,0,0
uce-3859_p1,0,0,0,0,0,0,0,0,0,0
uce-3860_p1,0,0,0,0,0,0,0,0,0,0
uce-3861_p1,0,0,0,0,0,0,0,0,0,0
uce-3862_p1,0,0,0,0,0,0,0,0,0,0
uce-3863_p1,0,0,0,0,0,0,0,0,0,0
uce-3864_p1,0,0,0,0,0,0,0,0,0,0
uce-3869_p1,0,0,0,0,0,0,0,0,0,0
uce-3870_p1,0,0,0,0,0,0,0,0,0,0
uce-3871_p1,0,0,0,0,0,0,0,0,0,0
uce-3873_p1,0,0,0,0,0,0,0,0,0,0
uce-3874_p1,1,1,1,1,1,1,1,1,1,1
uce-3879_p1,0,0,0,0,0,0,0,0,0,0
uce-388_p1,0,0,0,0,0,0,0,0,0,0
uce-3884_p1,0,0,0,0,0,0,0,0,0,0
uce-3887_p1,0,0,0,0,0,0,0,0,0,0
uce-389_p1,0,0,0,0,0,0,1,0,0,0
uce-3890_p1,0,0,0,0,0,0,0,0,0,0
uce-3891_p1,0,0,0,0,0,0,1,0,0,0
uce-3892_p1,0,0,0,0,0,0,0,0,0,0
uce-3893_p1,0,0,0,0,1,0,0,0,0,0
uce-3894_p1,0,0,0,0,0,0,0,1,0,0
uce-3895_p1,0,0,0,0,0,0,0,0,0,0
uce-3897_p1,0,0,0,0,0,0,1,0,0,0
uce-39_p2,0,0,0,0,0,0,0,0,0,0
uce-390_p1,0,0,0,0,0,0,0,0,0,0
uce-3900_p1,0,0,0,0,0,0,0,0,0,0
uce-3901_p1,0,0,0,0,0,0,0,0,0,0
uce-3902_p1,0,0,0,0,0,0,1,0,0,0
uce-3903_p1,0,0,0,0,0,0,0,0,0,0
uce-3904_p1,0,0,0,0,0,0,0,0,0,0
uce-3905_p1,1,1,1,1,1,1,1,1,1,1
uce-3906_p1,0,0,0,0,0,0,0,0,0,0
uce-3907_p1,0,0,0,0,0,0,0,0,0,0
uce-3909_p1,0,0,0,0,0,0,0,0,0,0
uce-3910_p1,0,0,0,0,0,0,0,0,0,0
uce-3911_p1,0,0,0,0,0,0,0,0,0,0
uce-3912_p1,0,0,0,0,0,0,0,0,0,0
uce-3913_p1,0,0,0,0,0,0,0,0,0,0
uce-3914_p1,1,1,1,1,1,1,1,1,0,1
uce-3915_p1,0,0,0,0,0,0,0,0,0,0
uce-3917_p1,0,0,0,0,0,0,0,0,0,0
uce-3918_p1,0,0,0,0,0,0,0,0,0,0
uce-3919_p1,0,0,0,0,0,0,0,0,0,0
uce-392_p1,0,0,0,0,0,0,0,0,0,0
uce-3921_p1,0,0,0,0,0,0,0,0,0,0
uce-3922_p1,0,0,0,0,0,0,0,0,0,0
uce-3924_p1,0,0,0,0,0,0,0,0,0,0
uce-3925_p1,0,0,0,0,0,0,0,0,0,0
uce-3926_p1,0,0,0,0,1,0,0,0,0,0
uce-3927_p1,0,0,0,0,0,0,0,0,0,0
uce-3929_p1,0,0,0,0,0,0,1,0,0,0
uce-393_p3,0,0,0,0,0,0,0,0,0,0
uce-3930_p1,0,0,0,0,0,0,0,0,0,0
uce-3931_p1,0,0,0,0,0,0,0,0,0,0
uce-3933_p1,0,0,0,0,0,0,0,0,0,0
uce-3934_p1,0,0,0,0,0,0,0,1,0,0
uce-3936_p1,0,0,0,0,0,0,0,0,0,0
uce-3937_p1,1,0,0,0,0,0,0,0,0,0
uce-3938_p1,0,0,0,0,0,0,0,0,0,0
uce-3939_p1,0,0,0,0,0,0,0,0,0,0
uce-394_p1,0,0,0,0,0,0,0,0,0,0
uce-3940_p1,0,0,0,0,0,0,0,0,0,0
uce-3942_p1,0,0,0,0,0,0,0,0,0,0
uce-3943_p1,0,0,0,0,0,0,0,0,0,0
uce-3945_p1,0,0,0,0,0,0,0,0,0,0
uce-3946_p1,1,1,1,1,1,1,1,1,1,1
uce-395_p2,0,0,0,0,0,0,0,0,0,0
uce-3957_p1,0,0,0,0,0,0,0,0,0,0
uce-3958_p1,0,0,0,0,0,0,0,0,0,0
uce-3959_p1,0,0,0,0,0,0,0,0,0,0
uce-396_p1,0,0,0,0,0,0,0,0,0,0
uce-396_p2,0,0,0,0,0,0,0,0,0,0
uce-396_p3,0,0,0,0,0,0,0,0,0,0
uce-3964_p1,0,0,0,0,0,0,0,0,0,0
uce-3966_p1,0,0,0,0,0,0,0,0,0,0
uce-3967_p1,0,0,0,0,0,0,0,0,0,0
uce-3969_p1,0,0,0,0,0,0,0,1,0,0
uce-3970_p1,0,0,0,0,0,0,0,0,0,0
uce-3973_p1,0,0,0,0,0,0,0,0,0,0
uce-3975_p1,0,0,0,0,0,0,0,0,0,0
uce-3976_p1,0,0,0,0,0,0,0,0,0,0
uce-3978_p1,0,0,0,0,0,0,0,0,0,0
uce-398_p2,0,0,0,0,0,0,0,0,0,0
uce-3981_p1,0,0,0,0,0,0,0,0,0,0
uce-3982_p1,0,0,0,0,0,0,0,0,0,0
uce-3984_p1,0,0,0,0,0,0,0,0,0,0
uce-3987_p1,0,0,0,0,0,0,0,0,0,0
uce-3988_p1,1,1,1,1,1,1,1,1,1,1
uce-3989_p1,0,0,0,0,0,0,0,0,0,0
uce-3990_p1,0,0,0,0,0,0,0,0,0,0
uce-3991_p1,0,0,0,0,0,0,0,0,0,0
uce-3992_p1,0,0,0,0,0,0,0,0,0,0
uce-3995_p1,0,0,0,0,0,0,0,0,0,0
uce-3997_p1,0,0,0,0,0,0,0,0,0,0
uce-3998_p1,0,0,0,0,0,0,0,0,0,0
uce-3999_p1,0,0,0,0,0,0,0,1,0,0
uce-4_p1,0,0,0,0,0,0,0,0,0,0
uce-400_p2,0,0,0,0,0,0,0,0,0,0
uce-4000_p1,0,0,0,0,0,0,1,0,0,0
uce-4001_p1,0,0,0,0,0,0,0,0,0,0
uce-4003_p1,0,0,0,0,0,0,0,0,0,0
uce-4004_p1,0,0,0,0,0,0,1,0,0,0
uce-4007_p1,0,0,0,0,0,0,0,0,0,0
uce-4008_p1,0,0,0,0,0,0,0,1,0,0
uce-4009_p1,0,0,0,0,0,0,0,0,0,0
uce-401_p1,0,0,0,0,0,0,0,0,0,0
uce-401_p2,0,0,0,0,0,0,0,0,0,0
uce-4010_p1,1,1,1,1,1,1,1,1,1,1
uce-4011_p1,0,0,0,0,0,0,0,0,0,0
uce-4012_p1,0,0,0,0,0,0,0,0,1,0
uce-4013_p1,0,0,0,0,0,0,0,0,0,0
uce-4014_p1,1,1,1,1,1,1,0,1,1,1
uce-4018_p1,0,0,0,0,0,0,0,0,0,0
uce-4020_p1,0,0,0,0,0,0,0,0,0,0
uce-4021_p1,0,0,0,0,0,0,0,0,0,0
uce-4022_p1,0,0,0,0,0,0,0,0,0,0
uce-4023_p1,0,0,0,0,0,0,0,0,0,0
uce-4024_p1,0,0,0,0,0,0,1,0,0,0
uce-4025_p1,1,1,1,1,1,1,0,1,1,1
uce-4026_p1,0,0,0,0,0,0,0,0,0,0
uce-4027_p1,0,0,0,0,0,0,0,0,0,0
uce-4028_p1,0,0,0,0,0,0,0,0,0,0
uce-4033_p1,0,0,0,0,0,0,0,1,0,0
uce-4035_p1,0,0,0,0,0,0,0,0,0,0
uce-4036_p1,0,0,0,0,0,0,1,0,0,0
uce-4038_p1,0,0,0,0,0,0,0,0,0,0
uce-4039_p1,0,0,0,0,0,0,0,0,0,0
uce-404_p1,0,0,0,0,0,0,0,0,0,0
uce-4042_p1,0,0,0,0,0,0,0,0,0,0
uce-4044_p1,0,0,0,0,0,0,0,0,0,0
uce-4045_p1,1,1,0,0,1,0,0,1,0,0
uce-4049_p1,0,0,0,0,0,0,0,0,0,0
uce-4050_p1,0,0,0,0,0,0,0,0,0,0
uce-4051_p1,0,0,0,0,0,0,0,0,0,0
uce-406_p1,0,0,0,0,0,0,0,0,0,0
uce-406_p2,0,0,0,0,0,0,0,0,0,0
uce-4061_p1,0,0,0,0,0,0,0,0,0,0
uce-4063_p1,0,0,0,0,0,0,0,0,0,0
uce-4064_p1,0,0,0,0,0,0,0,0,0,0
uce-4066_p1,0,0,0,0,0,0,0,1,0,0
uce-4067_p1,0,0,0,0,0,0,0,0,0,0
uce-4068_p1,0,0,0,0,0,0,1,0,0,0
uce-4069_p1,0,0,0,0,0,0,0,0,0,0
uce-4070_p1,0,0,0,0,0,0,0,0,0,0
uce-4071_p1,0,0,0,0,0,0,0,0,0,0
uce-4072_p1,0,0,0,0,0,0,0,1,0,0
uce-4075_p1,0,0,0,0,0,0,0,0,0,0
uce-4076_p1,0,0,0,0,0,0,0,0,0,0
uce-4077_p1,0,0,0,0,0,0,0,0,0,0
uce-4078_p1,0,0,0,0,0,0,0,0,0,0
uce-4079_p1,0,0,0,0,0,0,0,0,0,0
uce-408_p1,0,0,0,0,0,0,0,0,0,0
uce-408_p2,0,0,0,0,0,0,0,0,0,0
uce-4080_p1,0,0,0,0,0,0,0,0,0,0
uce-4081_p1,0,0,0,0,0,0,0,0,0,0
uce-4083_p1,0,0,0,0,0,0,0,0,0,0
uce-4088_p1,0,0,0,0,0,0,0,0,0,0
uce-4089_p1,0,0,0,0,0,0,0,0,0,0
uce-4090_p1,0,0,0,0,0,0,0,0,0,0
uce-4091_p1,0,0,0,0,0,0,0,0,0,0
uce-4094_p1,0,0,0,0,0,0,0,0,0,0
uce-4095_p1,0,0,0,0,0,0,0,1,0,0
uce-4096_p1,1,1,1,1,1,1,1,1,1,1
uce-4097_p1,0,0,0,0,0,0,0,0,0,0
uce-4098_p1,0,0,0,0,0,0,0,0,0,0
uce-4099_p1,1,1,1,1,1,1,1,1,1,1
uce-41_p2,0,0,0,0,0,0,0,0,0,0
uce-4101_p1,0,0,0,0,0,0,0,0,0,0
uce-4102_p1,1,1,0,0,1,0,0,0,0,0
uce-4106_p1,0,0,0,0,0,0,0,0,0,0
uce-4107_p1,0,0,0,0,0,0,0,0,0,0
uce-411_p1,0,0,0,0,0,0,0,0,0,0
uce-4110_p1,0,0,0,0,0,0,0,0,0,0
uce-4113_p1,0,0,0,0,0,0,0,1,0,0
uce-4114_p1,0,0,0,0,0,0,0,0,0,0
uce-4115_p1,0,0,0,0,0,0,0,0,0,0
uce-4116_p1,0,0,0,0,0,0,1,0,0,0
uce-4117_p1,0,0,0,0,0,0,0,0,0,0
uce-4118_p1,0,0,0,0,0,0,0,0,0,0
uce-4119_p1,0,0,0,0,0,0,0,0,0,0
uce-412_p2,1,1,1,1,1,1,1,1,1,1
uce-4121_p1,0,0,0,0,0,0,0,0,0,0
uce-4122_p1,0,0,0,0,0,0,0,0,0,0
uce-4124_p1,0,0,0,0,0,0,0,0,0,0
uce-4128_p1,0,0,0,0,0,0,0,0,0,0
uce-413_p1,0,0,0,0,0,0,0,0,0,0
uce-4131_p1,0,0,0,0,0,0,0,0,0,0
uce-4132_p1,0,0,0,0,0,0,0,0,0,0
uce-4135_p1,0,0,0,0,0,0,0,0,0,0
uce-4136_p1,0,0,0,0,0,0,0,0,0,0
uce-4138_p1,1,1,1,1,1,1,1,1,1,1
uce-4140_p1,0,0,0,0,0,0,0,0,0,0
uce-4141_p1,1,1,1,1,1,1,0,1,1,1
uce-4143_p1,0,0,0,0,0,0,0,0,0,0
uce-4146_p1,0,0,0,0,0,0,0,1,0,0
uce-415_p1,0,0,0,0,0,0,0,0,0,0
uce-415_p2,0,0,0,0,0,0,0,0,0,0
uce-415_p3,0,0,0,0,0,0,0,0,0,0
uce-4150_p1,0,0,0,0,0,0,0,0,0,0
uce-4151_p1,0,0,0,0,0,0,0,0,0,0
uce-4154_p1,0,0,0,0,0,0,0,0,0,0
uce-4155_p1,0,0,0,0,0,0,0,0,0,0
uce-4159_p1,0,0,0,0,0,0,0,0,0,0
uce-416_p2,0,0,0,0,0,0,0,0,0,0
uce-4160_p1,0,0,0,0,0,0,0,0,0,0
uce-4161_p1,0,0,0,0,1,0,0,0,0,0
uce-4164_p1,0,0,0,0,0,0,0,0,0,0
uce-4166_p1,0,0,0,0,0,0,0,0,0,0
uce-4167_p1,0,0,0,0,0,0,0,0,0,0
uce-4169_p1,0,0,0,0,0,0,0,0,0,0
uce-417_p1,0,0,0,0,0,0,0,0,0,0
uce-417_p2,0,0,0,0,0,0,0,0,0,0
uce-4170_p1,0,0,0,0,0,0,0,0,0,0
uce-4172_p1,0,0,0,0,0,0,0,0,0,0
uce-4173_p1,0,0,0,0,0,0,0,0,0,0
uce-4174_p1,1,1,1,1,1,1,1,1,1,1
